species,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation
Arbutus menziesii,37.875966,-122.19419,6.0,,
Arbutus menziesii,39.539633,-121.532793,72.0,,
Arbutus menziesii,48.535626,-122.56718,61.0,,
Arbutus menziesii,49.172255,-123.94175,5.0,,
Arbutus menziesii,48.662779,-123.275411,122.0,,
Arbutus menziesii,49.206779,-123.970116,65.0,,
Arbutus menziesii,36.481764,-121.753789,487.0,,
Arbutus menziesii,48.322578,-123.54358,488.0,,
Arbutus menziesii,48.49402,-123.3123,22.0,,
Arbutus menziesii,49.636909,-125.110481,5.0,,
Arbutus menziesii,48.461303,-123.306755,32.0,,
Arbutus menziesii,38.024722,-122.574387,4.0,,
Arbutus menziesii,36.471971,-121.74298,369.0,,
Arbutus menziesii,36.978838,-121.925217,5.0,,
Arbutus menziesii,38.653263,-122.600272,4.0,,
Arbutus menziesii,37.993613,-122.701263,4.0,,
Arbutus menziesii,38.869454,-123.249626,5.0,,
Arbutus menziesii,37.846672,-121.889663,5.0,,
Arbutus menziesii,48.514878,-123.52997,6.0,,
Arbutus menziesii,47.245012,-122.517053,6.0,,
Arbutus menziesii,39.91603,-123.841447,4.0,,
Arbutus menziesii,38.744492,-123.497634,36.0,,
Arbutus menziesii,49.641247,-124.054947,25.0,,
Arbutus menziesii,37.92104,-122.584699,10.0,,
Arbutus menziesii,48.42032,-123.238563,5.0,,
Arbutus menziesii,37.407229,-122.271658,16.0,,
Arbutus menziesii,44.02116,-123.055053,56.0,,
Arbutus menziesii,41.248695,-123.912566,77.0,,
Arbutus menziesii,48.748787,-123.228042,36.0,,
Arbutus menziesii,37.359934,-122.215551,22.0,,
Arbutus menziesii,48.6118,-122.71512,122.0,,
Arbutus menziesii,48.325008,-123.635903,4.0,,
Arbutus menziesii,48.515137,-123.150428,45.0,,
Arbutus menziesii,48.557994,-122.871114,8.0,,
Arbutus menziesii,44.607993,-123.283872,280.0,,
Arbutus menziesii,39.247711,-120.952099,65.0,,
Arbutus menziesii,38.571353,-122.431349,5.0,,
Arbutus menziesii,47.951693,-122.292077,7.0,,
Arbutus menziesii,48.489324,-123.307981,4.0,,
Arbutus menziesii,44.705507,-123.206266,15.0,,
Arbutus menziesii,37.012397,-121.7051,11.0,,
Arbutus menziesii,36.470306,-121.746636,104.0,,
Arbutus menziesii,47.750929,-122.364987,4.0,,
Arbutus menziesii,48.421162,-123.238762,5.0,,
Arbutus menziesii,48.409028,-122.649742,4.0,,
Arbutus menziesii,48.775958,-123.201233,5.0,,
Arbutus menziesii,48.489537,-123.342872,13.0,,
Arbutus menziesii,48.554729,-123.504991,8.0,,
Arbutus menziesii,37.184933,-121.979925,7.0,,
Arbutus menziesii,48.462555,-123.311269,435.0,,
Arbutus menziesii,35.282624,-120.677901,32.0,,
Arbutus menziesii,39.800419,-121.450469,13.0,,
Arbutus menziesii,49.30276,-123.00433,286.0,,
Arbutus menziesii,41.57622,-123.540612,32.0,,
Arbutus menziesii,48.526928,-123.529092,50.0,,
Arbutus menziesii,40.818243,-122.898775,9.0,,
Arbutus menziesii,49.052642,-123.759933,4.0,,
Arbutus menziesii,43.966428,-123.210913,8.0,,
Arbutus menziesii,39.996765,-123.656631,5.0,,
Arbutus menziesii,49.33153,-123.263347,32.0,,
Arbutus menziesii,48.46751,-123.544109,244.0,,
Arbutus menziesii,48.214252,-122.448442,10.0,,
Arbutus menziesii,47.671005,-122.306086,5.0,,
Arbutus menziesii,37.434195,-122.314116,16.0,,
Arbutus menziesii,48.545612,-123.406478,16.0,,
Arbutus menziesii,39.212167,-121.0445,10.0,,
Arbutus menziesii,37.449723,-122.350687,70.0,,
Arbutus menziesii,48.515747,-123.151367,10.0,,
Arbutus menziesii,37.575083,-122.498878,5.0,,
Arbutus menziesii,48.47295,-123.375725,15.0,,
Arbutus menziesii,38.010361,-122.595695,10.0,,
Arbutus menziesii,36.487922,-121.753097,145.0,,
Arbutus menziesii,43.936756,-122.886428,6.0,,
Arbutus menziesii,37.869264,-122.225992,27.0,,
Arbutus menziesii,47.623587,-122.509873,5.0,,
Arbutus menziesii,41.843376,-123.965688,32.0,,
Arbutus menziesii,37.853538,-121.921034,244.0,,
Arbutus menziesii,49.31512,-123.10164,36.0,,
Arbutus menziesii,48.469222,-123.419953,6.0,,
Arbutus menziesii,48.482943,-123.539048,365.0,,
Arbutus menziesii,49.517266,-124.78819,12.0,,
Arbutus menziesii,37.073447,-121.889938,10.0,,
Arbutus menziesii,37.005145,-121.977785,221.0,,
Arbutus menziesii,49.150291,-123.979037,8.0,,
Arbutus menziesii,49.275549,-124.120024,4.0,,
Arbutus menziesii,44.020777,-123.256814,5.0,,
Arbutus menziesii,36.991248,-121.922659,35.0,,
Arbutus menziesii,42.678197,-123.960456,4.0,,
Arbutus menziesii,37.232863,-122.06714,20.0,,
Arbutus menziesii,38.452416,-122.649029,100.0,,
Arbutus menziesii,37.23189,-122.097624,4.0,,
Arbutus menziesii,37.347558,-121.709558,10.0,,
Arbutus menziesii,37.360551,-122.186701,4.0,,
Arbutus menziesii,38.872958,-123.256439,5.0,,
Arbutus menziesii,41.780762,-122.958,40.0,,
Arbutus menziesii,48.509419,-123.533836,16.0,,
Arbutus menziesii,37.941105,-122.542727,5.0,,
Arbutus menziesii,48.811208,-123.187768,5.0,,
Arbutus menziesii,48.496012,-123.343125,5.0,,
Arbutus menziesii,48.989155,-123.652642,17.0,,
Arbutus menziesii,48.514402,-122.600456,6.0,,
Arbutus menziesii,48.437827,-123.250033,159.0,,
Arbutus menziesii,48.64542,-123.459352,32.0,,
Arbutus menziesii,49.078742,-123.709048,2.0,,
Arbutus menziesii,37.397715,-122.258214,6.0,,
Arbutus menziesii,48.222717,-122.728462,5.0,,
Arbutus menziesii,49.501057,-124.664146,4.0,,
Arbutus menziesii,48.515867,-123.151604,79.0,,
Arbutus menziesii,48.482513,-123.5552,10.0,,
Arbutus menziesii,39.785088,-123.543608,10.0,,
Arbutus menziesii,38.25208,-122.135121,57.0,,
Arbutus menziesii,48.675673,-123.400353,8.0,,
Arbutus menziesii,38.01975,-122.669085,200.0,,
Arbutus menziesii,39.048419,-123.043442,61.0,,
Arbutus menziesii,48.405188,-122.644631,4.0,,
Arbutus menziesii,38.132431,-122.894435,157.0,,
Arbutus menziesii,48.562753,-123.447661,185.0,,
Arbutus menziesii,47.176207,-122.193194,7.0,,
Arbutus menziesii,38.440147,-122.49675,8.0,,
Arbutus menziesii,44.058678,-123.092872,5.0,,
Arbutus menziesii,48.459519,-123.274131,6.0,,
Arbutus menziesii,37.327858,-122.180235,31.0,,
Arbutus menziesii,48.839325,-123.491829,90.0,,
Arbutus menziesii,37.967588,-122.270558,22.0,,
Arbutus menziesii,39.727813,-122.901352,160.0,,
Arbutus menziesii,37.441632,-122.346595,116.0,,
Arbutus menziesii,37.531686,-122.073729,4.0,,
Arbutus menziesii,49.314386,-124.267157,21.0,,
Arbutus menziesii,49.160011,-123.990395,4.0,,
Arbutus menziesii,48.512897,-122.59857,5.0,,
Arbutus menziesii,36.447493,-121.789477,26.0,,
Arbutus menziesii,47.440453,-122.338937,16.0,,
Arbutus menziesii,37.351612,-122.225905,10.0,,
Arbutus menziesii,38.359375,-122.513703,5.0,,
Arbutus menziesii,47.047091,-122.971698,8.0,,
Arbutus menziesii,38.005211,-122.508675,32.0,,
Arbutus menziesii,48.439512,-123.297336,4.0,,
Arbutus menziesii,38.083999,-122.870625,22.0,,
Arbutus menziesii,48.486873,-123.445051,6.0,,
Arbutus menziesii,38.126325,-122.5283,128.0,,
Arbutus menziesii,48.481364,-123.537662,30.0,,
Arbutus menziesii,37.44928,-122.349335,4.0,,
Arbutus menziesii,42.921262,-123.655875,128.0,,
Arbutus menziesii,48.359778,-123.550257,16.0,,
Arbutus menziesii,45.475656,-122.53445,65.0,,
Arbutus menziesii,39.52,-120.996667,143.0,,
Arbutus menziesii,48.555153,-122.694646,3.0,,
Arbutus menziesii,37.019986,-122.080833,4.0,,
Arbutus menziesii,37.33182,-122.11262,5.0,,
Arbutus menziesii,47.660617,-122.33875,10.0,,
Arbutus menziesii,49.127354,-123.931366,5.0,,
Arbutus menziesii,37.186613,-122.331494,16.0,,
Arbutus menziesii,43.991341,-123.092395,3.0,,
Arbutus menziesii,37.519062,-121.843637,48.0,,
Arbutus menziesii,48.567458,-123.547242,3.0,,
Arbutus menziesii,47.698441,-122.183093,3.0,,
Arbutus menziesii,37.814653,-122.149247,7.0,,
Arbutus menziesii,48.643269,-123.738327,20.0,,
Arbutus menziesii,37.972328,-122.639214,3.0,,
Arbutus menziesii,37.841337,-122.190592,178.0,,
Arbutus menziesii,48.49239,-123.345547,191.0,,
Arbutus menziesii,37.950221,-122.602036,31.0,,
Arbutus menziesii,44.020559,-123.009283,5.0,,
Arbutus menziesii,49.517283,-124.587142,10.0,,
Arbutus menziesii,42.187577,-122.716945,31.0,,
Arbutus menziesii,38.001902,-122.519777,5.0,,
Arbutus menziesii,39.737092,-123.630562,57.0,,
Arbutus menziesii,37.92427,-122.143556,488.0,,
Arbutus menziesii,43.02415,-123.294853,27.0,,
Arbutus menziesii,37.280975,-122.270202,48.0,,
Arbutus menziesii,44.420031,-123.326095,233.0,,
Arbutus menziesii,45.247514,-122.529762,9.0,,
Arbutus menziesii,48.746116,-123.572033,244.0,,
Arbutus menziesii,38.421761,-122.624757,352.0,,
Arbutus menziesii,37.957128,-122.608901,62.0,,
Arbutus menziesii,44.028599,-123.161743,35.0,,
Arbutus menziesii,48.464912,-123.468812,4.0,,
Arbutus menziesii,37.820028,-122.17247,8.0,,
Arbutus menziesii,48.462537,-123.31208,30.0,,
Arbutus menziesii,49.603428,-124.05835,7.0,,
Arbutus menziesii,45.581324,-122.745027,429.0,,
Arbutus menziesii,48.987287,-123.838537,208.0,,
Arbutus menziesii,45.571945,-122.721803,39.0,,
Arbutus menziesii,39.506568,-123.468496,349.0,,
Arbutus menziesii,48.491099,-123.344569,8.0,,
Arbutus menziesii,38.534079,-122.607949,5.0,,
Arbutus menziesii,44.028013,-123.160501,5.0,,
Arbutus menziesii,47.235463,-122.489837,9.0,,
Arbutus menziesii,39.267372,-121.031333,5.0,,
Arbutus menziesii,37.365525,-122.219595,6.0,,
Arbutus menziesii,37.949997,-122.25802,31.0,,
Arbutus menziesii,49.512985,-123.966737,16.0,,
Arbutus menziesii,39.217063,-121.072753,4.0,,
Arbutus menziesii,48.108755,-123.081711,4.0,,
Arbutus menziesii,47.465487,-122.478982,14.0,,
Arbutus menziesii,48.859419,-123.353767,31.0,,
Arbutus menziesii,37.982596,-122.602676,5.0,,
Arbutus menziesii,48.416088,-123.36505,4.0,,
Arbutus menziesii,38.953961,-120.952235,19.0,,
Arbutus menziesii,37.917193,-122.611957,5.0,,
Arbutus menziesii,38.430628,-122.657985,10.0,,
Arbutus menziesii,37.470638,-122.277755,5.0,,
Arbutus menziesii,42.187647,-122.716425,8.0,,
Arbutus menziesii,42.696489,-122.599686,122.0,,
Arbutus menziesii,48.495044,-123.348276,4.0,,
Arbutus menziesii,48.459842,-123.274672,5.0,,
Arbutus menziesii,43.995911,-123.064046,9.0,,
Arbutus menziesii,48.499376,-123.489822,27.0,,
Arbutus menziesii,48.513472,-123.529822,10.0,,
Arbutus menziesii,49.103695,-123.66897,4.0,,
Arbutus menziesii,48.780585,-123.152812,43.0,,
Arbutus menziesii,37.880713,-122.497383,3.0,,
Arbutus menziesii,48.871794,-123.312561,5.0,,
Arbutus menziesii,48.519203,-123.429832,272.0,,
Arbutus menziesii,38.742605,-120.670988,4.0,,
Arbutus menziesii,47.55235,-122.25505,87.0,,
Arbutus menziesii,49.794838,-124.620492,11.0,,
Arbutus menziesii,48.783645,-123.37783,41.0,,
Arbutus menziesii,39.308783,-120.904143,65.0,,
Arbutus menziesii,48.495172,-123.343397,8.0,,
Arbutus menziesii,47.658513,-122.290177,165.0,,
Arbutus menziesii,48.753455,-122.905812,41.0,,
Arbutus menziesii,37.270774,-122.270276,64.0,,
Arbutus menziesii,44.571288,-123.334045,3.0,,
Arbutus menziesii,48.870805,-123.313183,358.0,,
Arbutus menziesii,36.562017,-121.859881,8.0,,
Arbutus menziesii,48.777195,-123.57358,122.0,,
Arbutus menziesii,37.291305,-122.053817,4.0,,
Arbutus menziesii,45.535054,-123.000035,24.0,,
Arbutus menziesii,37.353512,-122.245793,4.0,,
Arbutus menziesii,37.811347,-122.1736,4.0,,
Arbutus menziesii,48.054001,-123.790237,13.0,,
Arbutus menziesii,36.04221,-121.483685,37.0,,
Arbutus menziesii,48.135612,-122.76464,8.0,,
Arbutus menziesii,37.929834,-122.138783,5.0,,
Arbutus menziesii,48.471935,-123.498278,244.0,,
Arbutus menziesii,43.993538,-123.097671,15.0,,
Arbutus menziesii,37.406163,-122.238553,4.0,,
Arbutus menziesii,37.00358,-122.05621,31.0,,
Arbutus menziesii,36.482359,-121.752051,5.0,,
Arbutus menziesii,37.234025,-122.10035,10.0,,
Arbutus menziesii,37.957701,-122.609921,15.0,,
Arbutus menziesii,37.235327,-122.061827,65.0,,
Arbutus menziesii,47.504448,-122.342072,35.0,,
Arbutus menziesii,48.997873,-123.823491,2.0,,
Arbutus menziesii,48.137622,-122.769403,19.0,,
Arbutus menziesii,49.364904,-123.264896,475.0,,
Arbutus menziesii,44.050138,-123.154515,11.0,,
Arbutus menziesii,38.702393,-123.091675,38.0,,
Arbutus menziesii,37.184463,-122.232345,10.0,,
Arbutus menziesii,47.411982,-122.339977,4.0,,
Arbutus menziesii,37.354126,-122.156654,121.0,,
Arbutus menziesii,48.495963,-123.343025,30.0,,
Arbutus menziesii,38.547175,-122.531892,8.0,,
Arbutus menziesii,49.384414,-123.495074,5.0,,
Arbutus menziesii,47.053129,-122.913244,19.0,,
Arbutus menziesii,48.804244,-123.280539,5.0,,
Arbutus menziesii,37.233838,-122.099211,23.0,,
Arbutus menziesii,47.658212,-122.406678,3.0,,
Arbutus menziesii,48.462703,-123.312776,8.0,,
Arbutus menziesii,48.432165,-123.463304,5.0,,
Arbutus menziesii,38.582237,-122.436437,26.0,,
Arbutus menziesii,48.462158,-123.315613,6.0,,
Arbutus menziesii,43.237963,-123.016997,10.0,,
Arbutus menziesii,38.3984,-122.511969,5.0,,
Arbutus menziesii,48.441505,-123.555571,8.0,,
Arbutus menziesii,41.8185,-124.105728,6.0,,
Arbutus menziesii,36.993957,-121.919951,117.0,,
Arbutus menziesii,37.447012,-122.351417,20.0,,
Arbutus menziesii,44.230317,-122.125412,4.0,,
Arbutus menziesii,44.565794,-123.329207,6.0,,
Arbutus menziesii,48.614328,-123.444388,22.0,,
Arbutus menziesii,49.611753,-124.057668,112.0,,
Arbutus menziesii,37.18963,-121.539017,61.0,,
Arbutus menziesii,48.450984,-123.406029,8.0,,
Arbutus menziesii,48.91843,-123.547058,4.0,,
Arbutus menziesii,42.907327,-123.363456,6.0,,
Arbutus menziesii,48.482979,-122.593317,43.0,,
Arbutus menziesii,48.691912,-122.947801,9.0,,
Arbutus menziesii,37.402298,-122.332042,16.0,,
Arbutus menziesii,38.369413,-122.50595,5.0,,
Arbutus menziesii,44.696135,-123.210783,8.0,,
Arbutus menziesii,48.636195,-123.329265,5.0,,
Arbutus menziesii,48.496863,-123.31437,9.0,,
Arbutus menziesii,48.469459,-123.30497,38.0,,
Arbutus menziesii,45.496845,-122.671578,4.0,,
Arbutus menziesii,48.465695,-123.467043,10.0,,
Arbutus menziesii,48.492767,-123.344995,32.0,,
Arbutus menziesii,39.745197,-121.810303,20.0,,
Arbutus menziesii,48.530772,-123.529258,4.0,,
Arbutus menziesii,48.372545,-122.507915,34.0,,
Arbutus menziesii,48.513058,-122.607994,92.0,,
Arbutus menziesii,48.423038,-123.243417,5.0,,
Arbutus menziesii,36.758072,-121.50505,8.0,,
Arbutus menziesii,49.517464,-124.586556,5.0,,
Arbutus menziesii,37.922522,-122.194922,5.0,,
Arbutus menziesii,47.662648,-122.432069,8.0,,
Arbutus menziesii,44.008014,-122.981363,10.0,,
Arbutus menziesii,42.474866,-123.479063,277.0,,
Arbutus menziesii,37.032725,-122.051828,4.0,,
Arbutus menziesii,34.47768,-119.593437,21.0,,
Arbutus menziesii,48.753125,-122.9085,4.0,,
Arbutus menziesii,48.40921,-123.372905,116.0,,
Arbutus menziesii,48.414924,-123.497371,247.0,,
Arbutus menziesii,48.437078,-123.560233,69.0,,
Arbutus menziesii,48.462978,-123.317794,5.0,,
Arbutus menziesii,37.331825,-122.112322,10.0,,
Arbutus menziesii,48.528338,-123.527062,4.0,,
Arbutus menziesii,47.244359,-122.508422,5.0,,
Arbutus menziesii,48.491372,-123.352105,6.0,,
Arbutus menziesii,37.964856,-122.612068,12.0,,
Arbutus menziesii,42.308557,-122.969805,8.0,,
Arbutus menziesii,48.655394,-123.729561,143.0,,
Arbutus menziesii,38.368417,-122.50808,65.0,,
Arbutus menziesii,36.412412,-121.775283,4.0,,
Arbutus menziesii,48.142673,-122.770106,15.0,,
Arbutus menziesii,36.983833,-122.016197,5.0,,
Arbutus menziesii,37.849255,-122.195913,4.0,,
Arbutus menziesii,45.449733,-122.872356,9.0,,
Arbutus menziesii,48.515956,-123.150953,263.0,,
Arbutus menziesii,38.001564,-122.47493,3.0,,
Arbutus menziesii,48.656483,-123.44622,8.0,,
Arbutus menziesii,48.655729,-123.633482,8.0,,
Arbutus menziesii,45.439525,-123.067908,28.0,,
Arbutus menziesii,48.507388,-123.400453,12.0,,
Arbutus menziesii,49.303066,-124.239333,4.0,,
Arbutus menziesii,44.636045,-123.306887,5.0,,
Arbutus menziesii,38.875547,-120.666869,407.0,,
Arbutus menziesii,48.464133,-123.315925,5.0,,
Arbutus menziesii,45.359341,-122.616611,74.0,,
Arbutus menziesii,39.8757,-123.724197,101.0,,
Arbutus menziesii,37.286903,-122.157252,146.0,,
Arbutus menziesii,48.45549,-123.481006,8.0,,
Arbutus menziesii,48.073494,-123.773399,163.0,,
Arbutus menziesii,49.331775,-123.262961,5.0,,
Arbutus menziesii,48.461877,-122.62541,2.0,,
Arbutus menziesii,38.420239,-122.5942,10.0,,
Arbutus menziesii,47.031486,-122.924092,2.0,,
Arbutus menziesii,49.37749,-123.325769,372.0,,
Arbutus menziesii,48.025604,-122.716424,9.0,,
Arbutus menziesii,42.681023,-123.499066,9.0,,
Arbutus menziesii,47.676063,-122.252725,5.0,,
Arbutus menziesii,37.41445,-122.160409,22.0,,
Arbutus menziesii,37.813735,-122.175981,10.0,,
Arbutus menziesii,37.976391,-122.299276,65.0,,
Arbutus menziesii,47.045329,-122.975549,4.0,,
Arbutus menziesii,44.919287,-123.038007,5.0,,
Arbutus menziesii,39.285982,-123.25777,46.0,,
Arbutus menziesii,48.475912,-123.300537,12.0,,
Arbutus menziesii,37.795058,-122.135037,8.0,,
Arbutus menziesii,48.472995,-123.375795,3.0,,
Arbutus menziesii,48.493556,-123.344802,44.0,,
Arbutus menziesii,47.560754,-122.34386,19.0,,
Arbutus menziesii,49.406029,-123.471213,5.0,,
Arbutus menziesii,36.065661,-121.554237,5.0,,
Arbutus menziesii,38.025343,-122.587595,5.0,,
Arbutus menziesii,38.815453,-120.92675,4.0,,
Arbutus menziesii,48.429208,-123.394327,15.0,,
Arbutus menziesii,49.419735,-123.491027,4.0,,
Arbutus menziesii,38.473983,-122.716303,4.0,,
Arbutus menziesii,39.263013,-123.163314,16.0,,
Arbutus menziesii,48.461783,-123.305053,6.0,,
Arbutus menziesii,42.412108,-123.127083,4.0,,
Arbutus menziesii,47.532316,-122.397645,5.0,,
Arbutus menziesii,48.523275,-123.483188,6.0,,
Arbutus menziesii,37.402661,-122.334531,16.0,,
Arbutus menziesii,37.08596,-121.792726,8.0,,
Arbutus menziesii,48.46187,-123.303375,11.0,,
Arbutus menziesii,37.302006,-122.274396,8.0,,
Arbutus menziesii,49.331597,-123.264437,50.0,,
Arbutus menziesii,48.697095,-122.497191,267.0,,
Arbutus menziesii,37.002425,-122.055917,10.0,,
Arbutus menziesii,49.223765,-123.966078,65.0,,
Arbutus menziesii,37.294095,-122.146011,6.0,,
Arbutus menziesii,48.417397,-122.56893,4.0,,
Arbutus menziesii,37.428935,-122.313961,7.0,,
Arbutus menziesii,36.992439,-122.045796,9.0,,
Arbutus menziesii,48.428612,-123.396095,9.0,,
Arbutus menziesii,48.491943,-123.346448,8.0,,
Arbutus menziesii,48.489717,-123.492195,6.0,,
Arbutus menziesii,48.083157,-123.787621,4.0,,
Arbutus menziesii,48.87378,-123.289605,4.0,,
Arbutus menziesii,37.64085,-122.47792,344.0,,
Arbutus menziesii,48.894505,-123.40867,24.0,,
Arbutus menziesii,45.451669,-122.870278,10.0,,
Arbutus menziesii,37.927305,-122.579173,4.0,,
Arbutus menziesii,37.061618,-122.092351,351.0,,
Arbutus menziesii,48.685162,-122.472717,5.0,,
Arbutus menziesii,37.996224,-122.702774,5.0,,
Arbutus menziesii,49.538082,-123.970048,21.0,,
Arbutus menziesii,44.926975,-123.035661,128.0,,
Arbutus menziesii,48.462158,-123.554772,81.0,,
Arbutus menziesii,48.421769,-123.719952,32.0,,
Arbutus menziesii,39.173933,-122.987143,73.0,,
Arbutus menziesii,37.999257,-122.708162,6.0,,
Arbutus menziesii,47.709362,-122.89138,4.0,,
Arbutus menziesii,47.67525,-122.251312,4.0,,
Arbutus menziesii,48.58809,-123.150653,23.0,,
Arbutus menziesii,47.184038,-122.932827,17.0,,
Arbutus menziesii,47.233129,-123.115542,167.0,,
Arbutus menziesii,48.804513,-123.322713,10.0,,
Arbutus menziesii,48.60937,-123.448971,23.0,,
Arbutus menziesii,39.486541,-121.217886,72.0,,
Arbutus menziesii,48.434095,-123.452842,15.0,,
Arbutus menziesii,38.007505,-122.495679,5.0,,
Arbutus menziesii,48.431749,-123.453362,38.0,,
Arbutus menziesii,37.193445,-122.17077,5.0,,
Arbutus menziesii,39.58948,-121.565445,6.0,,
Arbutus menziesii,45.019117,-123.153436,5.0,,
Arbutus menziesii,48.487613,-123.34748,48.0,,
Arbutus menziesii,37.840759,-122.188759,5.0,,
Arbutus menziesii,38.815178,-120.926353,4.0,,
Arbutus menziesii,37.924878,-122.549522,5.0,,
Arbutus menziesii,49.336587,-123.25608,14.0,,
Arbutus menziesii,49.342136,-124.625411,31.0,,
Arbutus menziesii,49.392681,-123.459633,4.0,,
Arbutus menziesii,48.388974,-123.524684,48.0,,
Arbutus menziesii,48.431624,-122.64463,151.0,,
Arbutus menziesii,37.226097,-122.098839,4.0,,
Arbutus menziesii,48.466811,-123.470487,3.0,,
Arbutus menziesii,48.983579,-123.819071,166.0,,
Arbutus menziesii,37.807563,-122.151848,5.0,,
Arbutus menziesii,37.932699,-122.561123,5.0,,
Arbutus menziesii,48.78675,-123.634588,9.0,,
Arbutus menziesii,35.616797,-120.780945,6.0,,
Arbutus menziesii,49.486607,-123.241742,5.0,,
Arbutus menziesii,48.491642,-123.35257,5.0,,
Arbutus menziesii,37.078982,-122.129072,6.0,,
Arbutus menziesii,48.655964,-123.731322,13.0,,
Arbutus menziesii,48.462555,-123.312675,10.0,,
Arbutus menziesii,48.493833,-123.558367,117.0,,
Arbutus menziesii,48.43952,-123.29747,24.0,,
Arbutus menziesii,48.734601,-122.486318,5.0,,
Arbutus menziesii,49.185025,-123.864237,10.0,,
Arbutus menziesii,37.181525,-122.007392,23.0,,
Arbutus menziesii,47.493422,-123.291528,46.0,,
Arbutus menziesii,38.645171,-120.560259,5.0,,
Arbutus menziesii,37.362225,-122.1772,5.0,,
Arbutus menziesii,38.470139,-122.861733,65.0,,
Arbutus menziesii,37.402286,-122.334407,32.0,,
Arbutus menziesii,48.413455,-123.325395,10.0,,
Arbutus menziesii,38.48278,-122.976967,13.0,,
Arbutus menziesii,37.109051,-122.146717,31.0,,
Arbutus menziesii,49.63586,-124.006831,9.0,,
Arbutus menziesii,37.363158,-122.178694,64.0,,
Arbutus menziesii,34.540081,-119.954317,5.0,,
Arbutus menziesii,48.786003,-123.630744,9.0,,
Arbutus menziesii,37.967284,-122.270322,80.0,,
Arbutus menziesii,44.610958,-123.280587,16.0,,
Arbutus menziesii,44.068226,-123.232906,80.0,,
Arbutus menziesii,47.583605,-122.187875,19.0,,
Arbutus menziesii,48.89695,-123.406677,479.0,,
Arbutus menziesii,48.78793,-123.317345,12.0,,
Arbutus menziesii,47.533422,-122.393851,4.0,,
